Boundary Name,Boundary Type,Construction Type,Insulation Details,Material Name,Thickness (m),Conductivity (W/m-K),Density (kg/m^3),Specific Heat (kJ/kg-K),Resistance (m^2-K/W),Capacitance (kJ/m^2-K),Received From,Specific Heat (J/kg-K)
Garage Interior Ceiling,Ceiling R-38,,,FLOOR RIGID INS,0.1554,0.029,32.04,,5.282,6.04567059768,,1214.23
Garage Interior Ceiling,Ceiling R-38,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Garage Interior Ceiling,Ceiling R-38,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Garage Interior Ceiling,Uninsulated,,,FLOOR STUD AND CAVITY,0.1397,0.924,92.355,,0.1512,14.704582619859,,1139.714
Garage Interior Ceiling,Uninsulated,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Garage Interior Ceiling,Uninsulated,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Garage Wall,"ConcreteMasonryUnit, asbestos siding",,,ASBESTOS SIDING,0.0025,0.606,1899.972,,0.004192,4.773109658400001,,1004.88
Garage Wall,"ConcreteMasonryUnit, asbestos siding",,,WALL RIGID INS,0.0101,0.029,32.04,,0.3417,0.3929296849199999,,1214.23
Garage Wall,"ConcreteMasonryUnit, asbestos siding",,,CONCRETE BLOCK,0.1524,0.747,1892.443,,0.2041,241.80758636145725,,838.421
Garage Wall,"ConcreteMasonryUnit, brick veneer",,,BRICK VENEER,0.0025,0.793,1762.2,,0.003202,3.5047074150000004,,795.53
Garage Wall,"ConcreteMasonryUnit, brick veneer",,,WALL RIGID INS,0.0101,0.029,32.04,,0.3427,0.3929296849199999,,1214.23
Garage Wall,"ConcreteMasonryUnit, brick veneer",,,CONCRETE BLOCK,0.1524,0.747,1892.443,,0.2041,241.80758636145725,,838.421
Garage Wall,"ConcreteMasonryUnit, stucco",,,STUCCO,0.0025,0.649,1281.6,,0.003913,2.8171810799999992,,879.27
Garage Wall,"ConcreteMasonryUnit, stucco",,,WALL RIGID INS,0.0101,0.029,32.04,,0.3419,0.3929296849199999,,1214.23
Garage Wall,"ConcreteMasonryUnit, stucco",,,CONCRETE BLOCK,0.1524,0.747,1892.443,,0.2041,241.80758636145725,,838.421
Garage Wall,"ConcreteMasonryUnit, wood siding",,,WOOD SIDING,0.0025,0.102,544.68,,0.0248,1.596402612,,1172.36
Garage Wall,"ConcreteMasonryUnit, wood siding",,,WALL RIGID INS,0.0094,0.029,32.04,,0.3211,0.3656969344799999,,1214.23
Garage Wall,"ConcreteMasonryUnit, wood siding",,,CONCRETE BLOCK,0.1524,0.747,1892.443,,0.2041,241.80758636145725,,838.421
Garage Wall,"StructuralBrick, none",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Wall,"StructuralBrick, none",,,WALL LAYER,0.2032,0.462,1762.2,,0.4399,284.8626186912,,795.53
Garage Wall,"StructuralBrick, stucco",,,STUCCO,0.0254,0.649,1281.6,,0.03913,28.622559772799992,,879.27
Garage Wall,"StructuralBrick, stucco",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Wall,"StructuralBrick, stucco",,,WALL LAYER,0.2032,0.507,1762.2,,0.4008,284.8626186912,,795.53
Garage Wall,"WoodStud, brick veneer",,,BRICK VENEER,0.1016,0.793,1762.2,,0.1281,142.4313093456,,795.53
Garage Wall,"WoodStud, brick veneer",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Wall,"WoodStud, brick veneer",,,WALL STUD AND CAVITY,0.1397,0.448,139.054,,0.3119,22.7328605968244,,1170.238
Garage Wall,"WoodStud, composite shingle siding",,,COMPOSITE SHINGLE SIDING,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Garage Wall,"WoodStud, composite shingle siding",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Wall,"WoodStud, composite shingle siding",,,WALL STUD AND CAVITY,0.1397,0.348,139.054,,0.4009,22.7328605968244,,1170.238
Garage Wall,"WoodStud, stucco",,,STUCCO,0.0254,0.649,1281.6,,0.03913,28.622559772799992,,879.27
Garage Wall,"WoodStud, stucco",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Wall,"WoodStud, stucco",,,WALL STUD AND CAVITY,0.1397,0.349,139.054,,0.4008,22.7328605968244,,1170.238
Garage Wall,"WoodStud, vinyl siding",,,VINYL SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Garage Wall,"WoodStud, vinyl siding",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Wall,"WoodStud, vinyl siding",,,WALL STUD AND CAVITY,0.1397,0.419,139.054,,0.3334,22.7328605968244,,1170.238
Garage Wall,"WoodStud, wood siding",,,WOOD SIDING,0.0254,0.102,544.68,,0.248,16.219450537919997,,1172.36
Garage Wall,"WoodStud, wood siding",,,OSB SHEATHING 0.5 IN.,0.0127,0.115,512.64,,0.11,7.905278413439999,,1214.23
Garage Wall,"WoodStud, wood siding",,,WALL STUD AND CAVITY,0.1397,0.728,139.054,,0.1919,22.7328605968244,,1170.238
Indoor Furniture,Standard,,,FURNITURE MATERIAL LIVING SPACE,0.1524,0.115,640.8,,1.32,118.5791762016,,1214.23
Interior Wall,Standard,,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Interior Wall,Standard,,,WALL STUD AND CAVITY,0.0889,0.392,83.034,,0.2269,8.944241349632403,,1211.674
Interior Wall,Standard,,,GYPSUM BOARD REV,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Raised Floor,Ceiling R-13,,,FLOOR STUD AND CAVITY,0.1397,0.194,92.355,,0.7188,14.704582619859,,1139.714
Raised Floor,Ceiling R-13,,,FLOOR RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Raised Floor,Ceiling R-13,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Raised Floor,Ceiling R-13,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Raised Floor,Ceiling R-19,,,FLOOR STUD AND CAVITY,0.1397,0.089,92.355,,1.564,14.704582619859,,1139.714
Raised Floor,Ceiling R-19,,,FLOOR RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Raised Floor,Ceiling R-19,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Raised Floor,Ceiling R-19,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Raised Floor,Ceiling R-30,,,FLOOR STUD AND CAVITY,0.1397,0.121,92.355,,1.159,14.704582619859,,1139.714
Raised Floor,Ceiling R-30,,,FLOOR RIGID INS,0.1036,0.029,32.04,,3.522,4.03044706512,,1214.23
Raised Floor,Ceiling R-30,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Raised Floor,Ceiling R-30,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Raised Floor,Ceiling R-38,,,FLOOR STUD AND CAVITY,0.1397,0.574,92.355,,0.2433,14.704582619859,,1139.714
Raised Floor,Ceiling R-38,,,FLOOR RIGID INS,0.1554,0.029,32.04,,5.282,6.04567059768,,1214.23
Raised Floor,Ceiling R-38,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Raised Floor,Ceiling R-38,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Raised Floor,Minimal,,Minimal,FLOOR STUD AND CAVITY,0.0889,0.001,50.327,1063.81,87.84,4.759560726,Fully_minimal (Denver),
Raised Floor,Minimal,,Minimal,FLOOR COVERING,0.0127,9.016,54.468,1339.84,0.00141,0.926825745,Fully_minimal (Denver),
Raised Floor,Uninsulated,,,FLOOR STUD AND CAVITY,0.1397,0.502,92.355,,0.2786,14.704582619859,,1139.714
Raised Floor,Uninsulated,,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Raised Floor,Uninsulated,,,FLOOR COVERING,0.0127,0.043,54.468,,0.293,0.926825745024,,1339.84
Rim Joist,"aluminum siding, R-10, Exterior",,,ALUMINUM SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Rim Joist,"aluminum siding, R-10, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"aluminum siding, R-10, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.032,125.044,,1.606,7.390660497084799,,1163.474
Rim Joist,"aluminum siding, R-13, Interior",,,ALUMINUM SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Rim Joist,"aluminum siding, R-13, Interior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"aluminum siding, R-13, Interior",,,RIM JOIST STUD AND CAVITY,0.0508,0.03,125.044,,1.685,7.390660497084799,,1163.474
Rim Joist,"aluminum siding, R-15, Exterior",,,ALUMINUM SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Rim Joist,"aluminum siding, R-15, Exterior",,,RIM JOIST RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Rim Joist,"aluminum siding, R-15, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"aluminum siding, R-15, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7254,7.390660497084799,,1163.474
Rim Joist,"aluminum siding, R-5, Exterior",,,ALUMINUM SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Rim Joist,"aluminum siding, R-5, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"aluminum siding, R-5, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7254,7.390660497084799,,1163.474
Rim Joist,"aluminum siding, Uninsulated",,,ALUMINUM SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Rim Joist,"aluminum siding, Uninsulated",,,RIM JOIST STUD AND CAVITY,0.0508,0.178,50.327,,0.2849,2.719748986196,,1063.81
Rim Joist,"asbestos siding, R-10, Exterior",,,ASBESTOS SIDING,0.0063,0.606,1899.972,,0.01048,12.028236339168002,,1004.88
Rim Joist,"asbestos siding, R-10, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"asbestos siding, R-10, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.03,125.044,,1.702,7.390660497084799,,1163.474
Rim Joist,"asbestos siding, R-13, Interior",,,ASBESTOS SIDING,0.0063,0.606,1899.972,,0.01048,12.028236339168002,,1004.88
Rim Joist,"asbestos siding, R-13, Interior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"asbestos siding, R-13, Interior",,,RIM JOIST STUD AND CAVITY,0.0508,0.029,125.044,,1.781,7.390660497084799,,1163.474
Rim Joist,"asbestos siding, R-5, Exterior",,,ASBESTOS SIDING,0.0063,0.606,1899.972,,0.01048,12.028236339168002,,1004.88
Rim Joist,"asbestos siding, R-5, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"asbestos siding, R-5, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.062,125.044,,0.8214,7.390660497084799,,1163.474
Rim Joist,"asbestos siding, Uninsulated",,,ASBESTOS SIDING,0.0063,0.606,1899.972,,0.01048,12.028236339168002,,1004.88
Rim Joist,"asbestos siding, Uninsulated",,,RIM JOIST STUD AND CAVITY,0.0508,0.133,50.327,,0.381,2.719748986196,,1063.81
Rim Joist,"brick veneer, R-10, Exterior",,,BRICK VENEER,0.1016,0.793,1762.2,,0.1281,142.4313093456,,795.53
Rim Joist,"brick veneer, R-10, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"brick veneer, R-10, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.032,125.044,,1.602,7.390660497084799,,1163.474
Rim Joist,"brick veneer, R-13, Interior",,,BRICK VENEER,0.1016,0.793,1762.2,,0.1281,142.4313093456,,795.53
Rim Joist,"brick veneer, R-13, Interior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"brick veneer, R-13, Interior",,,RIM JOIST STUD AND CAVITY,0.0508,0.03,125.044,,1.681,7.390660497084799,,1163.474
Rim Joist,"brick veneer, R-15, Exterior",,,BRICK VENEER,0.1016,0.793,1762.2,,0.1281,142.4313093456,,795.53
Rim Joist,"brick veneer, R-15, Exterior",,,RIM JOIST RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Rim Joist,"brick veneer, R-15, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"brick veneer, R-15, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7214,7.390660497084799,,1163.474
Rim Joist,"brick veneer, R-5, Exterior",,,BRICK VENEER,0.1016,0.793,1762.2,,0.1281,142.4313093456,,795.53
Rim Joist,"brick veneer, R-5, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"brick veneer, R-5, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7214,7.390660497084799,,1163.474
Rim Joist,"brick veneer, Uninsulated",,,BRICK VENEER,0.1016,0.793,1762.2,,0.1281,142.4313093456,,795.53
Rim Joist,"brick veneer, Uninsulated",,,RIM JOIST STUD AND CAVITY,0.0508,0.181,50.327,,0.281,2.719748986196,,1063.81
Rim Joist,"composite shingle siding, R-10, Exterior",,,COMPOSITE SHINGLE SIDING,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Rim Joist,"composite shingle siding, R-10, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"composite shingle siding, R-10, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.03,125.044,,1.673,7.390660497084799,,1163.474
Rim Joist,"composite shingle siding, R-13, Interior",,,COMPOSITE SHINGLE SIDING,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Rim Joist,"composite shingle siding, R-13, Interior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"composite shingle siding, R-13, Interior",,,RIM JOIST STUD AND CAVITY,0.0508,0.029,125.044,,1.752,7.390660497084799,,1163.474
Rim Joist,"composite shingle siding, R-15, Exterior",,,COMPOSITE SHINGLE SIDING,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Rim Joist,"composite shingle siding, R-15, Exterior",,,RIM JOIST RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Rim Joist,"composite shingle siding, R-15, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"composite shingle siding, R-15, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.064,125.044,,0.7928,7.390660497084799,,1163.474
Rim Joist,"composite shingle siding, R-5, Exterior",,,COMPOSITE SHINGLE SIDING,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Rim Joist,"composite shingle siding, R-5, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"composite shingle siding, R-5, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.064,125.044,,0.7928,7.390660497084799,,1163.474
Rim Joist,"composite shingle siding, Uninsulated",,,COMPOSITE SHINGLE SIDING,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Rim Joist,"composite shingle siding, Uninsulated",,,RIM JOIST STUD AND CAVITY,0.0508,0.144,50.327,,0.3524,2.719748986196,,1063.81
Rim Joist,"fiber cement siding, R-10, Exterior",,,FIBER CEMENT SIDING,0.0095,0.258,347.634,,0.03689,3.31863931224,,1004.88
Rim Joist,"fiber cement siding, R-10, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"fiber cement siding, R-10, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.032,125.044,,1.605,7.390660497084799,,1163.474
Rim Joist,"fiber cement siding, R-13, Interior",,,FIBER CEMENT SIDING,0.0095,0.258,347.634,,0.03689,3.31863931224,,1004.88
Rim Joist,"fiber cement siding, R-13, Interior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"fiber cement siding, R-13, Interior",,,RIM JOIST STUD AND CAVITY,0.0508,0.03,125.044,,1.684,7.390660497084799,,1163.474
Rim Joist,"fiber cement siding, R-5, Exterior",,,FIBER CEMENT SIDING,0.0095,0.258,347.634,,0.03689,3.31863931224,,1004.88
Rim Joist,"fiber cement siding, R-5, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"fiber cement siding, R-5, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7245,7.390660497084799,,1163.474
Rim Joist,"fiber cement siding, Uninsulated",,,FIBER CEMENT SIDING,0.0095,0.258,347.634,,0.03689,3.31863931224,,1004.88
Rim Joist,"fiber cement siding, Uninsulated",,,RIM JOIST STUD AND CAVITY,0.0508,0.179,50.327,,0.2841,2.719748986196,,1063.81
Rim Joist,"none, R-15, Exterior",,,RIM JOIST RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Rim Joist,"none, R-15, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"none, R-15, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7262,7.390660497084799,,1163.474
Rim Joist,"none, R-5, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"none, R-5, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7262,7.390660497084799,,1163.474
Rim Joist,"none, Uninsulated",,,RIM JOIST STUD AND CAVITY,0.0508,0.178,50.327,,0.2858,2.719748986196,,1063.81
Rim Joist,"stucco, R-10, Exterior",,,STUCCO,0.0254,0.649,1281.6,,0.03913,28.622559772799992,,879.27
Rim Joist,"stucco, R-10, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"stucco, R-10, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.032,125.044,,1.603,7.390660497084799,,1163.474
Rim Joist,"stucco, R-13, Interior",,,STUCCO,0.0254,0.649,1281.6,,0.03913,28.622559772799992,,879.27
Rim Joist,"stucco, R-13, Interior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"stucco, R-13, Interior",,,RIM JOIST STUD AND CAVITY,0.0508,0.03,125.044,,1.682,7.390660497084799,,1163.474
Rim Joist,"stucco, R-15, Exterior",,,STUCCO,0.0254,0.649,1281.6,,0.03913,28.622559772799992,,879.27
Rim Joist,"stucco, R-15, Exterior",,,RIM JOIST RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Rim Joist,"stucco, R-15, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"stucco, R-15, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7223,7.390660497084799,,1163.474
Rim Joist,"stucco, R-5, Exterior",,,STUCCO,0.0254,0.649,1281.6,,0.03913,28.622559772799992,,879.27
Rim Joist,"stucco, R-5, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"stucco, R-5, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7223,7.390660497084799,,1163.474
Rim Joist,"stucco, Uninsulated",,,STUCCO,0.0254,0.649,1281.6,,0.03913,28.622559772799992,,879.27
Rim Joist,"stucco, Uninsulated",,,RIM JOIST STUD AND CAVITY,0.0508,0.18,50.327,,0.2819,2.719748986196,,1063.81
Rim Joist,"vinyl siding, R-10, Exterior",,,VINYL SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Rim Joist,"vinyl siding, R-10, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"vinyl siding, R-10, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.032,125.044,,1.606,7.390660497084799,,1163.474
Rim Joist,"vinyl siding, R-13, Interior",,,VINYL SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Rim Joist,"vinyl siding, R-13, Interior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"vinyl siding, R-13, Interior",,,RIM JOIST STUD AND CAVITY,0.0508,0.03,125.044,,1.685,7.390660497084799,,1163.474
Rim Joist,"vinyl siding, R-15, Exterior",,,VINYL SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Rim Joist,"vinyl siding, R-15, Exterior",,,RIM JOIST RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Rim Joist,"vinyl siding, R-15, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"vinyl siding, R-15, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7254,7.390660497084799,,1163.474
Rim Joist,"vinyl siding, R-5, Exterior",,,VINYL SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Rim Joist,"vinyl siding, R-5, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"vinyl siding, R-5, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7254,7.390660497084799,,1163.474
Rim Joist,"vinyl siding, Uninsulated",,,VINYL SIDING,0.0095,0.089,177.822,,0.1065,1.76828419575,,1046.75
Rim Joist,"vinyl siding, Uninsulated",,,RIM JOIST STUD AND CAVITY,0.0508,0.178,50.327,,0.2849,2.719748986196,,1063.81
Rim Joist,"wood siding, R-10, Exterior",,,WOOD SIDING,0.0254,0.102,544.68,,0.248,16.219450537919997,,1172.36
Rim Joist,"wood siding, R-10, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"wood siding, R-10, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.032,125.044,,1.605,7.390660497084799,,1163.474
Rim Joist,"wood siding, R-13, Interior",,,WOOD SIDING,0.0254,0.102,544.68,,0.248,16.219450537919997,,1172.36
Rim Joist,"wood siding, R-13, Interior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"wood siding, R-13, Interior",,,RIM JOIST STUD AND CAVITY,0.0508,0.03,125.044,,1.684,7.390660497084799,,1163.474
Rim Joist,"wood siding, R-15, Exterior",,,WOOD SIDING,0.0254,0.102,544.68,,0.248,16.219450537919997,,1172.36
Rim Joist,"wood siding, R-15, Exterior",,,RIM JOIST RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Rim Joist,"wood siding, R-15, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"wood siding, R-15, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7247,7.390660497084799,,1163.474
Rim Joist,"wood siding, R-5, Exterior",,,WOOD SIDING,0.0254,0.102,544.68,,0.248,16.219450537919997,,1172.36
Rim Joist,"wood siding, R-5, Exterior",,,OSB SHEATHING 2.0 IN.,0.0508,0.115,512.64,,0.44,31.621113653759995,,1214.23
Rim Joist,"wood siding, R-5, Exterior",,,RIM JOIST STUD AND CAVITY,0.0508,0.07,125.044,,0.7247,7.390660497084799,,1163.474
Rim Joist,"wood siding, Uninsulated",,,WOOD SIDING,0.0254,0.102,544.68,,0.248,16.219450537919997,,1172.36
Rim Joist,"wood siding, Uninsulated",,,RIM JOIST STUD AND CAVITY,0.0508,0.179,50.327,,0.2843,2.719748986196,,1063.81
Roof,Minimal,,Minimal,RoofingMaterial,0.0094488,,1121.4,1.465632,0.058081584,15.52966713,Fully_minimal (OLD),
Roof,Minimal,,Minimal,Plywood-3_4in,0.01905,,512.64,1.2143808,0.16502844,11.8593903,Fully_minimal (OLD),
Roof,Minimal,,Minimal,RoofIns,0.254,,45.657,1.04688,87.6,12.14053964,Fully_minimal (OLD),
Roof,Minimal,,Minimal,CeilingMass,0.0127,,801.0,0.837504,0.079246918,8.519676941,Fully_minimal (OLD),
Roof,R-30,,R-30,RoofingMaterial,0.0094488,,1121.4,1.465632,0.058081584,15.52966713,Fully_minimal (DC),
Roof,R-30,,R-30,Plywood-3_4in,0.01905,,512.64,1.2143808,0.16502844,11.8593903,Fully_minimal (DC),
Roof,R-30,,R-30,RoofIns,0.23495,,78.34581,1.04688,4.9435056,20.68250618,Fully_minimal (DC),
Roof,R-30,,R-30,CeilingMass,0.0127,,801.0,0.837504,0.079246918,8.519676941,Fully_minimal (DC),
Roof,"asphalt or fiberglass shingles, Finished, R-13, Flat",,,ASPHALT OR FIBERGLASS SHINGLES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"asphalt or fiberglass shingles, Finished, R-13, Flat",,,ROOF RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-13, Flat",,,OSB SHEATHING 0.75 IN.,0.0191,0.115,512.64,,0.165,11.88904076352,,1214.23
Roof,"asphalt or fiberglass shingles, Finished, R-13, Flat",,,ROOF STUD AND CAVITY,0.2032,0.667,78.346,,0.3045,17.885394862819197,,1123.461
Roof,"asphalt or fiberglass shingles, Finished, R-13, Flat",,,GYPSUM BOARD,0.0127,0.16,801.0,,0.07923,8.51861898,,837.4
Roof,"asphalt or fiberglass shingles, Finished, R-19, Flat",,,ASPHALT OR FIBERGLASS SHINGLES,0.0063,0.163,1121.4,,0.03903,10.353140469,,1465.45
Roof,"asphalt or fiberglass shingles, Finished, R-19, Flat",,,ROOF RIGID INS,0.0518,0.029,32.04,,1.761,2.01522353256,,1214.23
